id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50587283,1740420649,2021-12-07,"Chicago, IL",within an hour,99%,99%,f,Near South Side,42,65,"['email', 'phone']",t,f,Near North Side,41.89321,-87.6316,Entire rental unit,Entire home/apt,4,1 bath,2.0,2,1125,2,2,2,1125,2.0,108.5,t,19,45,75,304,27,21,0,2022-09-02,2023-11-12,4.74,4.74,4.78,4.74,4.67,4.89,4.48,f,41,36,5,0,1.71
1314864070591161891,1675215155,2021-08-16,,within a day,63%,0%,f,Kelvyn Park,3,3,"['email', 'phone']",t,t,Belmont Cragin,41.92798,-87.74534,Private room in home,Private room,1,1 shared bath,1.0,32,1125,32,32,1125,1125,32.0,1125.0,t,30,60,90,364,2,0,0,2021-11-09,2021-12-22,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,2,0,2,0,0.08
1882871301078728919,4475355,2011-09-06,"Chicago, IL",within an hour,96%,100%,f,Streeterville,13,47,"['email', 'phone']",t,t,Near South Side,41.86267494922655,-87.62293311979505,Entire rental unit,Entire home/apt,6,2 baths,3.0,6,365,2,7,1125,1125,5.7,1125.0,t,8,35,65,238,25,25,2,2023-05-23,2023-11-25,5.0,5.0,4.92,4.96,4.76,4.88,4.76,t,13,13,0,0,3.57
97699009,995592297,2019-03-14,,within an hour,100%,100%,f,Bronzeville,3,3,"['email', 'phone']",t,t,Grand Boulevard,41.8209,-87.61176,Entire home,Entire home/apt,8,3.5 baths,5.0,2,1125,2,2,1125,1125,2.0,1125.0,t,25,50,80,355,4,1,0,2022-03-27,2023-09-30,4.75,5.0,4.75,5.0,5.0,4.75,4.75,f,3,3,0,0,0.19
105461919,602516833,2017-09-14,"Chicago, IL",within an hour,100%,100%,t,Bucktown,1,1,"['email', 'phone']",t,f,Logan Square,41.920656,-87.681332,Entire guest suite,Entire home/apt,2,1 bath,1.0,2,18,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,296,31,4,2017-10-15,2023-12-10,4.92,4.94,4.95,4.95,4.95,4.9,4.83,f,1,1,0,0,3.94
2785065,1921365145,2022-09-20,"Chicago, IL",within an hour,100%,87%,t,Portage Park,10,10,"['email', 'phone']",t,t,Portage Park,41.9613,-87.75547,Entire rental unit,Entire home/apt,2,1 bath,1.0,1,90,2,2,1125,1125,2.0,1125.0,t,24,54,84,174,30,30,2,2023-01-02,2023-12-11,4.73,4.83,4.9,4.77,4.87,4.77,4.7,f,10,10,0,0,2.56
13980087,463584811,2017-02-11,"Chicago, IL",,,94%,t,West Town,1,1,"['email', 'phone', 'work_email']",t,t,West Town,41.89964,-87.67192,Entire condo,Entire home/apt,12,2.5 baths,7.0,2,365,2,2,365,365,2.0,365.0,t,30,60,90,365,16,10,0,2022-07-17,2023-09-17,4.88,4.88,4.81,4.81,4.94,5.0,4.69,f,1,1,0,0,0.92
57043905,39404425,2013-11-06,,within an hour,100%,100%,f,West Town,6,6,"['email', 'phone']",t,t,Near West Side,41.87701,-87.64534,Entire condo,Entire home/apt,6,2 baths,3.0,32,365,32,32,1125,1125,32.0,1125.0,t,3,33,63,161,2,2,0,2023-09-19,2023-11-04,4.0,4.5,3.0,4.5,4.0,5.0,3.5,f,6,6,0,0,0.66
1208480015502018983,37034139,2013-10-06,"Chicago, IL",within a few hours,100%,100%,f,Irving Park,1,2,"['email', 'phone']",t,t,Irving Park,41.95296916993538,-87.71045097790507,Private room in rental unit,Private room,1,1 bath,1.0,32,365,32,32,365,365,32.0,365.0,t,26,26,26,26,0,0,0,,,,,,,,,,f,1,0,1,0,
49930591,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Edgewater,41.9839704,-87.655453,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,366,1125,1125,354.1,1125.0,t,2,32,62,337,0,0,0,,,,,,,,,,f,643,643,0,0,
41669197,206674081,2015-12-18,"Chicago, IL",within an hour,100%,100%,t,River North,8,10,"['email', 'phone']",t,f,Near North Side,41.88893,-87.63022,Private room in loft,Private room,2,1 private bath,2.0,1,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,368,73,4,2018-11-25,2023-12-08,4.87,4.87,4.63,4.96,4.98,4.98,4.88,t,8,0,8,0,5.97
81765071,198504305,2015-11-22,"Chicago, IL",within an hour,100%,28%,f,River North,34,74,"['email', 'phone']",t,f,Near West Side,41.88871,-87.64185,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,160,1124,160,160,1124,1124,160.0,1124.0,t,29,59,89,364,1,0,0,2017-05-27,2017-05-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.01
2023301271729121231,403129283,2016-10-22,,within an hour,91%,86%,t,Pilsen,34,44,"['email', 'phone']",t,t,Bridgeport,41.83384,-87.65234,Entire rental unit,Entire home/apt,4,1 bath,2.0,32,370,32,32,370,370,32.0,370.0,t,19,49,79,354,10,0,0,2020-02-13,2022-12-11,5.0,5.0,4.9,5.0,5.0,5.0,5.0,f,34,34,0,0,0.21
1325146905283597259,667672939,2018-01-10,"Chicago, IL",within an hour,100%,91%,t,Lakeview,10,12,"['email', 'phone']",t,t,Lake View,41.93447,-87.64263,Entire rental unit,Entire home/apt,4,1 bath,2.0,1,1125,2,2,1,1125,2.0,1065.9,t,17,47,77,167,75,27,1,2021-07-23,2023-11-25,4.67,4.76,4.76,4.88,4.91,4.97,4.6,f,10,10,0,0,2.56
1665457966761331243,2734289,2011-06-09,"Chicago, IL",within an hour,100%,99%,t,Roscoe Village,24,38,"['email', 'phone', 'work_email']",t,t,Lincoln Park,41.92751,-87.65011,Entire rental unit,Entire home/apt,4,1 bath,1.0,1,1125,2,4,1125,1125,2.0,1125.0,t,30,60,90,365,84,10,1,2016-02-02,2023-11-25,4.75,4.79,4.95,4.76,4.55,4.95,4.39,t,23,23,0,0,0.88
1181182322024299535,1740420649,2021-12-07,"Chicago, IL",within an hour,99%,99%,f,Near South Side,42,65,"['email', 'phone']",t,f,Near South Side,41.86274,-87.62473,Entire rental unit,Entire home/apt,6,2 baths,3.0,1,1125,2,3,2,1125,2.2,112.2,t,16,30,55,282,62,11,2,2019-12-21,2023-12-01,4.76,4.79,4.6,4.71,4.6,4.82,4.68,f,41,36,5,0,1.27
1498725992337213965,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.8860812,-87.63422229999998,Entire rental unit,Entire home/apt,2,1 bath,1.0,32,1125,32,366,1125,1125,353.8,1125.0,t,25,55,85,360,0,0,0,,,,,,,,,,f,643,643,0,0,
2010121964111063067,762586009,2018-05-20,,within an hour,100%,100%,f,Avondale,1,1,"['email', 'phone']",t,f,Avondale,41.93926,-87.72058,Entire home,Entire home/apt,16,4 baths,17.0,2,1125,2,3,1125,1125,2.1,1125.0,t,24,51,79,241,117,29,1,2018-06-10,2023-11-24,4.68,4.61,4.44,4.9,4.93,4.67,4.62,f,1,1,0,0,1.74
1622885673338656109,708753971,2018-03-07,"Chicago, IL",within an hour,100%,91%,f,River North,59,66,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8918321,-87.6381974,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,32,365,32,32,365,365,32.0,365.0,t,30,60,90,365,0,0,0,,,,,,,,,,t,58,58,0,0,
2051093956296418367,2764171,2011-06-11,"Chicago, IL",within a few hours,100%,87%,f,Englewood,22,45,"['email', 'phone']",t,t,South Chicago,41.739059128896265,-87.56400183245147,Shared room in home,Shared room,1,2 shared baths,2.0,32,365,32,32,365,365,32.0,365.0,t,23,53,83,358,1,1,0,2023-06-25,2023-06-25,2.0,3.0,2.0,1.0,4.0,1.0,2.0,f,22,0,2,20,0.17
100026011,194871961,2015-11-10,"Miami, FL",within an hour,80%,98%,f,South Shore,1,14,"['email', 'phone']",t,t,South Shore,41.7627823322032,-87.56472686242915,Entire home,Entire home/apt,8,2.5 baths,4.0,1,365,2,2,365,365,2.0,365.0,t,29,59,89,269,1,1,0,2023-10-28,2023-10-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,f,1,1,0,0,0.58
48627095,198504305,2015-11-22,"Chicago, IL",within an hour,100%,28%,f,River North,34,74,"['email', 'phone']",t,f,Near North Side,41.88895,-87.63364,Entire rental unit,Entire home/apt,2,1 bath,1.0,160,1123,160,160,1123,1123,160.0,1123.0,t,30,60,90,365,1,0,0,2018-06-21,2018-06-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,34,34,0,0,0.01
1773347111155970465,429737865,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8986092,-87.62068190000002,Entire rental unit,Entire home/apt,4,1 bath,2.0,32,1125,32,366,1125,1125,353.4,1125.0,t,11,41,71,346,0,0,0,,,,,,,,,,f,643,643,0,0,
1721883345288896143,1885444585,2022-07-24,"Chicago, IL",within an hour,100%,100%,t,Little Italy,1,3,"['email', 'phone']",t,t,Near West Side,41.869819483360025,-87.6618342474103,Entire rental unit,Entire home/apt,4,1 bath,2.0,2,1125,2,2,1125,1125,2.0,1125.0,t,27,53,83,352,71,45,1,2022-08-10,2023-11-25,4.8,4.79,4.82,4.92,4.87,4.92,4.77,f,1,1,0,0,4.29
2046875381979839891,24990299,2013-05-06,"Fort Lauderdale, FL",within an hour,100%,67%,f,West Loop,1,2,"['email', 'phone']",t,t,Near West Side,41.88607312545159,-87.66372735153845,Entire rental unit,Entire home/apt,3,1 bath,1.0,32,1125,32,32,1125,1125,32.0,1125.0,t,13,43,73,253,0,0,0,,,,,,,,,,f,1,1,0,0,
59309959,284108323,2016-05-08,"Chicago, IL",within an hour,100%,100%,f,Lake View,1,1,"['email', 'phone']",t,t,Lake View,41.94780311532144,-87.66456720659262,Private room in rental unit,Private room,1,1 shared bath,1.0,3,14,3,4,1125,1125,3.7,1125.0,t,29,59,89,364,1,1,0,2023-10-31,2023-10-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.61
105370825,62063305,2015-09-10,"Chicago, IL",within an hour,100%,100%,t,Humboldt Park,4,4,"['email', 'phone']",t,t,Humboldt Park,41.8906137,-87.7168576,Entire rental unit,Entire home/apt,4,1 bath,3.0,32,95,32,32,95,95,32.0,95.0,t,23,53,83,173,0,0,0,,,,,,,,,,f,4,1,3,0,
83233187,444250691,2017-01-12,,within an hour,99%,100%,t,Lincoln Park,24,26,"['email', 'phone']",t,t,Lower West Side,41.8563213,-87.6560896,Entire home,Entire home/apt,8,3 baths,4.0,2,30,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,39,39,3,2023-04-09,2023-12-11,4.88,4.9,4.85,4.75,5.0,4.63,4.83,t,22,22,0,0,4.61
1553146231068534897,1702088977,2021-10-01,,within an hour,100%,100%,t,Park Boulevard,9,13,"['email', 'phone']",t,t,Douglas,41.83025,-87.62755,Private room in home,Private room,2,1.5 baths,1.0,2,365,2,2,1125,1125,2.0,1125.0,t,27,57,78,243,3,3,0,2023-09-04,2023-10-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,9,0,9,0,0.85
29422009,8229331,2012-04-02,"Chicago, IL",,,,f,Hermosa,1,1,"['email', 'phone']",t,t,Hermosa,41.91394,-87.72486,Entire home,Entire home/apt,2,1 bath,1.0,32,1125,32,32,1125,1125,32.0,1125.0,t,27,57,87,267,0,0,0,,,,,,,,,,f,1,1,0,0,
1594430685181145529,9685115,2012-05-20,"Chicago, IL",within an hour,100%,100%,t,Hyde Park,2,2,"['email', 'phone']",t,f,Hyde Park,41.79903,-87.59024,Entire home,Entire home/apt,7,2.5 baths,4.0,2,7,2,3,7,7,2.0,7.0,t,0,0,0,0,7,7,1,2023-05-07,2023-11-26,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.93
108533849,198504305,2015-11-22,"Chicago, IL",within an hour,100%,28%,f,River North,34,74,"['email', 'phone']",t,f,Near North Side,41.89963,-87.62103,Entire rental unit,Entire home/apt,2,1 bath,1.0,28,1121,5,28,1121,1121,27.1,1121.0,t,30,60,90,365,2,0,0,2021-07-31,2022-11-20,5.0,4.5,4.5,5.0,5.0,5.0,4.5,f,34,34,0,0,0.07
90674795,2180947457,2023-11-06,,within an hour,100%,92%,f,Douglas,18,18,"['email', 'phone']",t,t,Douglas,41.82565,-87.61736,Private room in home,Private room,2,1 private bath,1.0,1,1125,2,2,1125,1125,2.0,1125.0,t,29,59,89,364,1,1,1,2023-12-11,2023-12-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,18,3,15,0,1.0
1971152950310418193,1064427273,2019-06-03,"Chicago, IL",,,,f,North Center,1,1,"['email', 'phone']",t,t,North Center,41.95207,-87.68423,Entire rental unit,Entire home/apt,4,1 bath,2.0,32,1125,32,32,1125,1125,32.0,1125.0,t,29,59,89,89,26,0,0,2019-10-06,2021-11-15,4.92,4.96,5.0,5.0,5.0,5.0,4.77,f,1,1,0,0,0.51
104618403,37996409,2013-10-18,"Chicago, IL",within a few hours,100%,100%,t,Hyde Park,3,4,"['email', 'phone', 'work_email']",t,t,Hyde Park,41.796158,-87.597801,Entire home,Entire home/apt,6,2.5 baths,4.0,25,1125,5,25,1125,1125,24.3,1125.0,t,10,10,10,74,27,3,0,2016-06-13,2023-08-05,4.85,4.85,4.67,5.0,5.0,4.81,4.81,f,3,2,1,0,0.3
